name,age,experience,city,role,education,salary_lpa,city_tier,exp_level,age_group,edu_numeric,role_numeric
Employee_292,29,3,Hyderabad,ML Engineer,B.Tech,13.36,1,Junior,Mid Career,3,7
Employee_293,26,19,Jaipur,DevOps,Bachelor's,13.83,2,Lead,Mid Career,2,4
Employee_294,25,3,Bangalore,HR,12th/Diploma,7.29,1,Junior,Early Career,1,1
Employee_295,27,17,Bangalore,DevOps,12th/Diploma,17.35,1,Lead,Mid Career,1,4
Employee_296,53,3,Bangalore,Data Scientist,PhD,20.18,1,Junior,Expert,5,6
Employee_297,51,16,Mumbai,ML Engineer,PhD,20.41,1,Lead,Expert,5,7
Employee_298,37,11,Jaipur,HR,PhD,16.25,2,Senior,Senior Career,5,1
Employee_299,34,21,Mumbai,Software Developer,12th/Diploma,14.26,1,Lead,Mid Career,1,3
Employee_300,51,16,Mumbai,ML Engineer,Bachelor's,4.34,1,Lead,Expert,2,7
Employee_301,40,9,Pune,Software Developer,MBA/M.Tech,9.33,2,Senior,Senior Career,4,3
Employee_302,38,21,Hyderabad,DevOps,PhD,5.05,1,Lead,Senior Career,5,4
Employee_303,40,0,Hyderabad,Data Analyst,Bachelor's,24.2,1,Fresher,Senior Career,2,5
Employee_304,49,21,Delhi,ML Engineer,B.Tech,5.97,1,Lead,Expert,3,7
Employee_305,47,23,Mumbai,DevOps,PhD,6.34,1,Lead,Expert,5,4
Employee_306,47,17,Jaipur,Software Developer,MBA/M.Tech,22.57,2,Lead,Expert,4,3
Employee_307,44,17,Pune,Data Scientist,B.Tech,23.77,2,Lead,Senior Career,3,6
Employee_308,30,13,Pune,Data Scientist,B.Tech,19.85,2,Senior,Mid Career,3,6
Employee_309,33,14,Hyderabad,Data Analyst,MBA/M.Tech,3.12,1,Senior,Mid Career,4,5
Employee_310,22,11,Mumbai,ML Engineer,PhD,3.03,1,Senior,Early Career,5,7
Employee_311,22,3,Delhi,ML Engineer,12th/Diploma,11.32,1,Junior,Early Career,1,7
Employee_312,53,2,Mumbai,ML Engineer,MBA/M.Tech,6.15,1,Junior,Expert,4,7
Employee_313,46,19,Bangalore,DevOps,MBA/M.Tech,3.4,1,Lead,Expert,4,4
Employee_314,22,11,Mumbai,Data Analyst,MBA/M.Tech,13.21,1,Senior,Early Career,4,5
Employee_315,37,6,Bangalore,ML Engineer,B.Tech,23.75,1,Mid,Senior Career,3,7
Employee_316,26,10,Bangalore,DevOps,Bachelor's,10.12,1,Senior,Mid Career,2,4
Employee_317,43,0,Delhi,Data Scientist,12th/Diploma,17.55,1,Fresher,Senior Career,1,6
Employee_318,50,5,Jaipur,Software Developer,PhD,17.35,2,Mid,Expert,5,3
Employee_319,24,14,Hyderabad,DevOps,PhD,8.52,1,Senior,Early Career,5,4
Employee_320,33,14,Mumbai,Data Scientist,Bachelor's,17.31,1,Senior,Mid Career,2,6
Employee_321,47,18,Bangalore,Data Scientist,MBA/M.Tech,7.67,1,Lead,Expert,4,6
Employee_322,37,10,Mumbai,Software Developer,12th/Diploma,5.68,1,Senior,Senior Career,1,3
Employee_323,43,22,Jaipur,Data Scientist,PhD,18.43,2,Lead,Senior Career,5,6
Employee_324,50,1,Hyderabad,Data Analyst,PhD,5.5,1,Fresher,Expert,5,5
Employee_325,35,13,Jaipur,Software Developer,MBA/M.Tech,24.93,2,Senior,Mid Career,4,3
Employee_326,49,1,Hyderabad,Data Scientist,Bachelor's,7.04,1,Fresher,Expert,2,6
Employee_327,26,3,Pune,HR,12th/Diploma,16.07,2,Junior,Mid Career,1,1
Employee_328,51,16,Hyderabad,DevOps,Bachelor's,12.05,1,Lead,Expert,2,4
Employee_329,26,2,Delhi,Data Scientist,Bachelor's,5.78,1,Junior,Mid Career,2,6
Employee_330,33,12,Jaipur,Data Analyst,12th/Diploma,3.61,2,Senior,Mid Career,1,5
Employee_331,37,8,Bangalore,ML Engineer,12th/Diploma,16.7,1,Mid,Senior Career,1,7
Employee_332,47,6,Pune,Data Scientist,PhD,20.75,2,Mid,Expert,5,6
Employee_333,47,14,Delhi,ML Engineer,PhD,21.52,1,Senior,Expert,5,7
Employee_334,42,22,Mumbai,HR,12th/Diploma,13.62,1,Lead,Senior Career,1,1
Employee_335,54,10,Jaipur,Data Scientist,B.Tech,20.1,2,Senior,Expert,3,6
Employee_336,51,19,Bangalore,Software Developer,PhD,17.8,1,Lead,Expert,5,3
Employee_337,44,1,Hyderabad,ML Engineer,B.Tech,18.93,1,Fresher,Senior Career,3,7
Employee_338,31,14,Bangalore,HR,12th/Diploma,13.84,1,Senior,Mid Career,1,1
Employee_339,26,13,Mumbai,Software Developer,PhD,16.94,1,Senior,Mid Career,5,3
Employee_340,52,19,Pune,Software Developer,Bachelor's,20.72,2,Lead,Expert,2,3
Employee_341,31,21,Pune,Software Developer,12th/Diploma,11.75,2,Lead,Mid Career,1,3
Employee_342,40,10,Jaipur,Software Developer,MBA/M.Tech,20.73,2,Senior,Senior Career,4,3
Employee_343,53,2,Pune,Data Scientist,B.Tech,16.02,2,Junior,Expert,3,6
Employee_344,22,16,Jaipur,DevOps,12th/Diploma,6.65,2,Lead,Early Career,1,4
Employee_345,26,11,Jaipur,Data Scientist,12th/Diploma,3.54,2,Senior,Mid Career,1,6
Employee_346,25,23,Jaipur,Data Scientist,PhD,10.98,2,Lead,Early Career,5,6
Employee_347,37,20,Hyderabad,HR,PhD,15.03,1,Lead,Senior Career,5,1
Employee_348,45,14,Delhi,HR,PhD,21.48,1,Senior,Senior Career,5,1
Employee_349,37,15,Jaipur,DevOps,MBA/M.Tech,5.8,2,Senior,Senior Career,4,4
Employee_350,23,4,Jaipur,HR,PhD,20.6,2,Junior,Early Career,5,1
Employee_351,49,19,Delhi,Data Analyst,12th/Diploma,21.99,1,Lead,Expert,1,5
Employee_352,53,5,Bangalore,DevOps,PhD,6.32,1,Mid,Expert,5,4
Employee_353,48,18,Jaipur,HR,Bachelor's,21.74,2,Lead,Expert,2,1
Employee_354,41,24,Hyderabad,DevOps,PhD,24.81,1,Lead,Senior Career,5,4
Employee_355,45,4,Pune,Data Scientist,MBA/M.Tech,18.99,2,Junior,Senior Career,4,6
Employee_356,33,2,Pune,Data Scientist,Bachelor's,20.26,2,Junior,Mid Career,2,6
Employee_357,54,0,Mumbai,DevOps,12th/Diploma,24.88,1,Fresher,Expert,1,4
Employee_358,54,5,Mumbai,Data Analyst,12th/Diploma,16.32,1,Mid,Expert,1,5
Employee_359,33,14,Pune,Data Analyst,B.Tech,9.77,2,Senior,Mid Career,3,5
Employee_360,24,1,Pune,DevOps,Bachelor's,21.43,2,Fresher,Early Career,2,4
Employee_361,22,2,Hyderabad,HR,B.Tech,16.52,1,Junior,Early Career,3,1
Employee_362,54,16,Delhi,ML Engineer,Bachelor's,15.79,1,Lead,Expert,2,7
Employee_363,31,24,Mumbai,Data Analyst,Bachelor's,8.58,1,Lead,Mid Career,2,5
Employee_364,50,23,Delhi,Software Developer,MBA/M.Tech,19.64,1,Lead,Expert,4,3
Employee_365,34,11,Hyderabad,Data Scientist,B.Tech,4.8,1,Senior,Mid Career,3,6
Employee_366,33,17,Pune,DevOps,MBA/M.Tech,23.33,2,Lead,Mid Career,4,4
Employee_367,52,14,Jaipur,Software Developer,Bachelor's,10.17,2,Senior,Expert,2,3
Employee_368,23,11,Delhi,DevOps,12th/Diploma,5.81,1,Senior,Early Career,1,4
Employee_369,44,15,Pune,Data Scientist,Bachelor's,12.73,2,Senior,Senior Career,2,6
Employee_370,38,7,Pune,Data Scientist,MBA/M.Tech,3.93,2,Mid,Senior Career,4,6
Employee_371,47,13,Bangalore,Data Analyst,B.Tech,18.06,1,Senior,Expert,3,5
Employee_372,29,24,Delhi,Data Analyst,B.Tech,22.86,1,Lead,Mid Career,3,5
Employee_373,50,16,Jaipur,Software Developer,MBA/M.Tech,21.42,2,Lead,Expert,4,3
Employee_374,47,20,Delhi,DevOps,B.Tech,5.8,1,Lead,Expert,3,4
Employee_375,31,7,Pune,Data Scientist,PhD,5.78,2,Mid,Mid Career,5,6
Employee_376,47,14,Jaipur,Software Developer,12th/Diploma,20.9,2,Senior,Expert,1,3
Employee_377,28,13,Hyderabad,ML Engineer,12th/Diploma,23.33,1,Senior,Mid Career,1,7
Employee_378,25,17,Bangalore,Software Developer,12th/Diploma,13.13,1,Lead,Early Career,1,3
Employee_379,32,19,Pune,HR,B.Tech,13.98,2,Lead,Mid Career,3,1
Employee_380,50,6,Mumbai,Software Developer,B.Tech,10.0,1,Mid,Expert,3,3
Employee_381,46,2,Mumbai,HR,Bachelor's,22.67,1,Junior,Expert,2,1
Employee_382,42,11,Bangalore,HR,Bachelor's,17.19,1,Senior,Senior Career,2,1
Employee_383,31,20,Hyderabad,HR,12th/Diploma,9.34,1,Lead,Mid Career,1,1
Employee_384,30,23,Pune,ML Engineer,PhD,9.57,2,Lead,Mid Career,5,7
Employee_385,45,2,Delhi,Software Developer,Bachelor's,22.61,1,Junior,Senior Career,2,3
Employee_386,39,19,Bangalore,Software Developer,Bachelor's,3.3,1,Lead,Senior Career,2,3
Employee_387,53,13,Hyderabad,ML Engineer,B.Tech,10.1,1,Senior,Expert,3,7
Employee_388,45,14,Delhi,Data Scientist,PhD,15.2,1,Senior,Senior Career,5,6
Employee_389,44,24,Mumbai,Data Analyst,12th/Diploma,6.26,1,Lead,Senior Career,1,5
Employee_390,53,13,Mumbai,Software Developer,Bachelor's,5.03,1,Senior,Expert,2,3
Employee_391,33,6,Delhi,Data Analyst,PhD,20.94,1,Mid,Mid Career,5,5
Employee_392,34,16,Bangalore,DevOps,PhD,22.68,1,Lead,Mid Career,5,4
Employee_393,44,11,Mumbai,DevOps,12th/Diploma,21.12,1,Senior,Senior Career,1,4
Employee_394,46,19,Pune,ML Engineer,PhD,22.77,2,Lead,Expert,5,7
Employee_395,51,3,Jaipur,DevOps,PhD,15.17,2,Junior,Expert,5,4
Employee_396,38,8,Delhi,DevOps,PhD,20.87,1,Mid,Senior Career,5,4
Employee_397,41,5,Delhi,Data Scientist,Bachelor's,11.45,1,Mid,Senior Career,2,6
Employee_398,46,15,Mumbai,Data Scientist,12th/Diploma,17.66,1,Senior,Expert,1,6
Employee_399,43,24,Bangalore,Data Scientist,PhD,24.75,1,Lead,Senior Career,5,6
Employee_400,34,21,Pune,DevOps,PhD,7.97,2,Lead,Mid Career,5,4
Employee_401,40,21,Bangalore,ML Engineer,Bachelor's,11.58,1,Lead,Senior Career,2,7
Employee_402,33,20,Hyderabad,HR,12th/Diploma,13.56,1,Lead,Mid Career,1,1
Employee_403,40,20,Hyderabad,HR,B.Tech,6.04,1,Lead,Senior Career,3,1
Employee_404,33,1,Jaipur,Data Analyst,Bachelor's,4.78,2,Fresher,Mid Career,2,5
Employee_405,30,23,Mumbai,HR,12th/Diploma,21.25,1,Lead,Mid Career,1,1
Employee_406,28,7,Mumbai,HR,PhD,24.49,1,Mid,Mid Career,5,1
Employee_407,49,10,Mumbai,Data Scientist,12th/Diploma,11.9,1,Senior,Expert,1,6
Employee_408,35,12,Jaipur,Data Scientist,12th/Diploma,4.93,2,Senior,Mid Career,1,6
Employee_409,52,16,Hyderabad,DevOps,12th/Diploma,4.45,1,Lead,Expert,1,4
Employee_410,40,7,Bangalore,Data Analyst,B.Tech,22.61,1,Mid,Senior Career,3,5
Employee_411,37,20,Jaipur,Software Developer,12th/Diploma,13.2,2,Lead,Senior Career,1,3
Employee_412,26,17,Jaipur,Data Analyst,B.Tech,10.04,2,Lead,Mid Career,3,5
Employee_413,33,17,Bangalore,Data Analyst,PhD,13.48,1,Lead,Mid Career,5,5
Employee_414,46,13,Mumbai,ML Engineer,B.Tech,10.0,1,Senior,Expert,3,7
Employee_415,42,14,Pune,DevOps,PhD,13.76,2,Senior,Senior Career,5,4
Employee_416,44,5,Bangalore,ML Engineer,PhD,21.91,1,Mid,Senior Career,5,7
Employee_417,37,10,Hyderabad,Data Analyst,B.Tech,16.03,1,Senior,Senior Career,3,5
Employee_418,35,12,Delhi,Data Analyst,Bachelor's,18.28,1,Senior,Mid Career,2,5
Employee_419,52,24,Delhi,Data Analyst,MBA/M.Tech,11.02,1,Lead,Expert,4,5
Employee_420,26,0,Jaipur,HR,12th/Diploma,19.25,2,Fresher,Mid Career,1,1
Employee_421,44,5,Delhi,ML Engineer,MBA/M.Tech,17.67,1,Mid,Senior Career,4,7
Employee_422,50,8,Pune,Data Analyst,12th/Diploma,5.63,2,Mid,Expert,1,5
Employee_423,32,7,Mumbai,Data Scientist,12th/Diploma,15.6,1,Mid,Mid Career,1,6
Employee_424,39,10,Hyderabad,DevOps,PhD,8.65,1,Senior,Senior Career,5,4
Employee_425,33,21,Pune,DevOps,12th/Diploma,20.69,2,Lead,Mid Career,1,4
Employee_426,30,18,Hyderabad,Data Scientist,12th/Diploma,12.37,1,Lead,Mid Career,1,6
Employee_427,31,23,Hyderabad,DevOps,B.Tech,24.88,1,Lead,Mid Career,3,4
Employee_428,38,8,Mumbai,HR,MBA/M.Tech,5.04,1,Mid,Senior Career,4,1
Employee_429,28,16,Jaipur,HR,B.Tech,20.17,2,Lead,Mid Career,3,1
Employee_430,34,11,Delhi,Software Developer,12th/Diploma,17.82,1,Senior,Mid Career,1,3
Employee_431,30,24,Mumbai,Software Developer,PhD,19.88,1,Lead,Mid Career,5,3
Employee_432,48,13,Pune,Software Developer,B.Tech,9.77,2,Senior,Expert,3,3
Employee_433,23,14,Jaipur,DevOps,B.Tech,13.83,2,Senior,Early Career,3,4
Employee_434,26,15,Pune,HR,Bachelor's,20.52,2,Senior,Mid Career,2,1
Employee_435,50,21,Jaipur,HR,12th/Diploma,8.12,2,Lead,Expert,1,1
Employee_436,40,21,Pune,HR,PhD,7.97,2,Lead,Senior Career,5,1
Employee_437,29,19,Mumbai,Data Scientist,B.Tech,15.12,1,Lead,Mid Career,3,6
Employee_438,22,0,Jaipur,HR,B.Tech,14.52,2,Fresher,Early Career,3,1
Employee_439,43,9,Jaipur,Data Scientist,PhD,9.21,2,Senior,Senior Career,5,6
Employee_440,38,7,Hyderabad,Software Developer,12th/Diploma,9.56,1,Mid,Senior Career,1,3
Employee_441,28,17,Hyderabad,Software Developer,Bachelor's,9.11,1,Lead,Mid Career,2,3
Employee_442,46,0,Bangalore,DevOps,B.Tech,19.97,1,Fresher,Expert,3,4
Employee_443,25,1,Pune,Software Developer,Bachelor's,17.34,2,Fresher,Early Career,2,3
Employee_444,27,0,Hyderabad,DevOps,MBA/M.Tech,21.31,1,Fresher,Mid Career,4,4
Employee_445,52,0,Bangalore,Data Analyst,12th/Diploma,24.46,1,Fresher,Expert,1,5
Employee_446,40,8,Hyderabad,Data Analyst,MBA/M.Tech,13.43,1,Mid,Senior Career,4,5
Employee_447,48,12,Pune,ML Engineer,MBA/M.Tech,4.47,2,Senior,Expert,4,7
Employee_448,31,0,Jaipur,DevOps,MBA/M.Tech,4.06,2,Fresher,Mid Career,4,4
Employee_449,47,12,Delhi,ML Engineer,12th/Diploma,9.5,1,Senior,Expert,1,7
Employee_450,40,19,Pune,ML Engineer,12th/Diploma,23.52,2,Lead,Senior Career,1,7
Employee_451,24,21,Mumbai,Data Analyst,PhD,14.51,1,Lead,Early Career,5,5
Employee_452,34,6,Hyderabad,DevOps,Bachelor's,8.98,1,Mid,Mid Career,2,4
Employee_453,49,1,Hyderabad,Data Analyst,Bachelor's,11.78,1,Fresher,Expert,2,5
Employee_454,41,5,Jaipur,ML Engineer,PhD,16.17,2,Mid,Senior Career,5,7
Employee_455,49,6,Mumbai,DevOps,PhD,17.36,1,Mid,Expert,5,4
Employee_456,29,13,Jaipur,ML Engineer,MBA/M.Tech,6.39,2,Senior,Mid Career,4,7
Employee_457,22,17,Mumbai,HR,PhD,24.49,1,Lead,Early Career,5,1
Employee_458,24,14,Delhi,DevOps,B.Tech,14.98,1,Senior,Early Career,3,4
Employee_459,34,1,Hyderabad,DevOps,Bachelor's,5.99,1,Fresher,Mid Career,2,4
Employee_460,49,9,Hyderabad,ML Engineer,PhD,22.66,1,Senior,Expert,5,7
Employee_461,46,22,Delhi,HR,B.Tech,4.64,1,Lead,Expert,3,1
Employee_462,54,11,Bangalore,Data Scientist,B.Tech,22.97,1,Senior,Expert,3,6
Employee_463,27,16,Jaipur,Data Analyst,B.Tech,24.92,2,Lead,Mid Career,3,5
Employee_464,53,7,Delhi,ML Engineer,B.Tech,18.41,1,Mid,Expert,3,7
Employee_465,42,10,Jaipur,DevOps,MBA/M.Tech,19.95,2,Senior,Senior Career,4,4
Employee_466,37,2,Pune,Data Analyst,B.Tech,10.42,2,Junior,Senior Career,3,5
Employee_467,42,5,Hyderabad,Data Analyst,MBA/M.Tech,23.71,1,Mid,Senior Career,4,5
Employee_468,32,8,Jaipur,Data Analyst,MBA/M.Tech,14.65,2,Mid,Mid Career,4,5
Employee_469,40,5,Mumbai,Data Scientist,B.Tech,19.11,1,Mid,Senior Career,3,6
Employee_470,41,8,Jaipur,Software Developer,Bachelor's,23.33,2,Mid,Senior Career,2,3
Employee_471,39,6,Pune,ML Engineer,B.Tech,24.45,2,Mid,Senior Career,3,7
Employee_472,35,8,Hyderabad,Software Developer,B.Tech,21.33,1,Mid,Mid Career,3,3
Employee_473,36,17,Delhi,Software Developer,B.Tech,9.67,1,Lead,Senior Career,3,3
Employee_474,52,11,Pune,Software Developer,Bachelor's,24.26,2,Senior,Expert,2,3
Employee_475,22,7,Hyderabad,Data Analyst,12th/Diploma,16.82,1,Mid,Early Career,1,5
Employee_476,24,7,Jaipur,HR,12th/Diploma,23.47,2,Mid,Early Career,1,1
Employee_477,37,17,Bangalore,Data Analyst,MBA/M.Tech,17.87,1,Lead,Senior Career,4,5
Employee_478,44,19,Bangalore,Data Analyst,MBA/M.Tech,9.76,1,Lead,Senior Career,4,5
Employee_479,32,14,Mumbai,DevOps,Bachelor's,11.14,1,Senior,Mid Career,2,4
Employee_480,33,6,Hyderabad,DevOps,PhD,15.11,1,Mid,Mid Career,5,4
Employee_481,31,10,Bangalore,Software Developer,12th/Diploma,20.38,1,Senior,Mid Career,1,3
Employee_482,53,19,Delhi,Data Analyst,MBA/M.Tech,10.0,1,Lead,Expert,4,5
Employee_483,37,15,Hyderabad,Software Developer,12th/Diploma,15.75,1,Senior,Senior Career,1,3
Employee_484,29,3,Delhi,DevOps,Bachelor's,10.6,1,Junior,Mid Career,2,4
Employee_485,33,5,Delhi,HR,Bachelor's,20.95,1,Mid,Mid Career,2,1
Employee_486,45,21,Bangalore,ML Engineer,PhD,13.27,1,Lead,Senior Career,5,7
Employee_487,49,2,Hyderabad,Software Developer,PhD,4.69,1,Junior,Expert,5,3
Employee_488,29,8,Jaipur,HR,Bachelor's,6.65,2,Mid,Mid Career,2,1
Employee_489,49,9,Pune,ML Engineer,MBA/M.Tech,4.34,2,Senior,Expert,4,7
Employee_490,47,13,Bangalore,Data Scientist,12th/Diploma,13.98,1,Senior,Expert,1,6
Employee_491,29,10,Bangalore,Software Developer,B.Tech,5.34,1,Senior,Mid Career,3,3
Employee_492,49,17,Jaipur,Software Developer,PhD,5.51,2,Lead,Expert,5,3
Employee_493,49,21,Hyderabad,Data Scientist,B.Tech,23.7,1,Lead,Expert,3,6
Employee_494,48,11,Hyderabad,Data Scientist,MBA/M.Tech,22.2,1,Senior,Expert,4,6
Employee_495,38,22,Delhi,Software Developer,PhD,12.95,1,Lead,Senior Career,5,3
Employee_496,30,11,Jaipur,Data Scientist,B.Tech,24.69,2,Senior,Mid Career,3,6
Employee_497,54,12,Jaipur,Data Analyst,MBA/M.Tech,3.0,2,Senior,Expert,4,5
Employee_498,41,24,Hyderabad,ML Engineer,12th/Diploma,16.51,1,Lead,Senior Career,1,7
Employee_499,34,12,Delhi,ML Engineer,MBA/M.Tech,16.56,1,Senior,Mid Career,4,7
Employee_500,49,18,Bangalore,ML Engineer,PhD,13.06,1,Lead,Expert,5,7
Employee_501,50,18,Mumbai,Data Analyst,Bachelor's,11.73,1,Lead,Expert,2,5
Employee_502,34,22,Pune,Data Scientist,12th/Diploma,13.02,2,Lead,Mid Career,1,6
Employee_503,27,13,Bangalore,HR,B.Tech,12.13,1,Senior,Mid Career,3,1
Employee_504,39,3,Hyderabad,Data Scientist,PhD,19.07,1,Junior,Senior Career,5,6
Employee_505,26,12,Pune,Software Developer,Bachelor's,5.98,2,Senior,Mid Career,2,3
Employee_506,46,7,Mumbai,DevOps,MBA/M.Tech,7.35,1,Mid,Expert,4,4
Employee_507,23,22,Mumbai,ML Engineer,Bachelor's,6.97,1,Lead,Early Career,2,7
Employee_508,31,20,Delhi,Data Scientist,PhD,8.77,1,Lead,Mid Career,5,6
Employee_509,51,22,Pune,HR,PhD,14.56,2,Lead,Expert,5,1
Employee_510,26,18,Delhi,Software Developer,Bachelor's,5.45,1,Lead,Mid Career,2,3
Employee_511,54,11,Bangalore,Data Analyst,MBA/M.Tech,22.1,1,Senior,Expert,4,5
Employee_512,22,17,Jaipur,Data Analyst,Bachelor's,9.54,2,Lead,Early Career,2,5
Employee_513,39,5,Jaipur,HR,PhD,6.58,2,Mid,Senior Career,5,1
Employee_514,53,17,Jaipur,Software Developer,PhD,17.86,2,Lead,Expert,5,3
Employee_515,32,18,Pune,ML Engineer,B.Tech,3.84,2,Lead,Mid Career,3,7
Employee_516,42,21,Jaipur,Data Scientist,B.Tech,16.64,2,Lead,Senior Career,3,6
Employee_517,47,4,Bangalore,Software Developer,12th/Diploma,18.36,1,Junior,Expert,1,3
Employee_518,46,23,Delhi,Data Analyst,PhD,7.73,1,Lead,Expert,5,5
Employee_519,43,8,Pune,HR,B.Tech,3.92,2,Mid,Senior Career,3,1
Employee_520,48,2,Delhi,HR,Bachelor's,11.0,1,Junior,Expert,2,1
Employee_521,34,9,Pune,Data Scientist,MBA/M.Tech,5.17,2,Senior,Mid Career,4,6
Employee_522,54,18,Delhi,HR,Bachelor's,5.56,1,Lead,Expert,2,1
Employee_523,22,2,Mumbai,HR,MBA/M.Tech,8.59,1,Junior,Early Career,4,1
Employee_524,42,21,Delhi,Software Developer,B.Tech,9.5,1,Lead,Senior Career,3,3
Employee_525,27,14,Jaipur,ML Engineer,12th/Diploma,14.66,2,Senior,Mid Career,1,7
Employee_526,49,0,Mumbai,Data Scientist,Bachelor's,17.92,1,Fresher,Expert,2,6
Employee_527,38,6,Delhi,Software Developer,Bachelor's,16.04,1,Mid,Senior Career,2,3
Employee_528,26,11,Pune,ML Engineer,Bachelor's,6.26,2,Senior,Mid Career,2,7
Employee_529,52,16,Pune,Software Developer,MBA/M.Tech,6.79,2,Lead,Expert,4,3
Employee_530,26,20,Pune,DevOps,B.Tech,22.33,2,Lead,Mid Career,3,4
Employee_531,24,23,Hyderabad,Software Developer,Bachelor's,15.28,1,Lead,Early Career,2,3
Employee_532,44,19,Bangalore,HR,Bachelor's,22.14,1,Lead,Senior Career,2,1
Employee_533,31,4,Pune,ML Engineer,12th/Diploma,11.17,2,Junior,Mid Career,1,7
Employee_534,31,3,Mumbai,Data Scientist,12th/Diploma,16.52,1,Junior,Mid Career,1,6
Employee_535,40,11,Pune,Data Scientist,B.Tech,14.52,2,Senior,Senior Career,3,6
Employee_536,38,19,Hyderabad,ML Engineer,B.Tech,10.02,1,Lead,Senior Career,3,7
Employee_537,42,23,Jaipur,HR,PhD,13.34,2,Lead,Senior Career,5,1
Employee_538,35,17,Mumbai,Data Analyst,12th/Diploma,14.05,1,Lead,Mid Career,1,5
Employee_539,30,16,Hyderabad,Software Developer,PhD,7.42,1,Lead,Mid Career,5,3
Employee_540,22,18,Jaipur,HR,MBA/M.Tech,9.93,2,Lead,Early Career,4,1
Employee_541,34,8,Mumbai,DevOps,PhD,20.41,1,Mid,Mid Career,5,4
Employee_542,25,3,Delhi,ML Engineer,Bachelor's,23.15,1,Junior,Early Career,2,7
Employee_543,22,20,Bangalore,Software Developer,PhD,10.92,1,Lead,Early Career,5,3
Employee_544,53,1,Bangalore,Data Scientist,B.Tech,9.75,1,Fresher,Expert,3,6
Employee_545,49,3,Hyderabad,Data Analyst,MBA/M.Tech,7.29,1,Junior,Expert,4,5
Employee_546,52,1,Jaipur,DevOps,Bachelor's,17.93,2,Fresher,Expert,2,4
Employee_547,29,14,Bangalore,Data Scientist,PhD,10.11,1,Senior,Mid Career,5,6
Employee_548,47,1,Jaipur,ML Engineer,MBA/M.Tech,24.73,2,Fresher,Expert,4,7
Employee_549,24,3,Jaipur,Software Developer,MBA/M.Tech,10.17,2,Junior,Early Career,4,3
Employee_550,33,5,Hyderabad,ML Engineer,Bachelor's,11.67,1,Mid,Mid Career,2,7
Employee_551,22,6,Hyderabad,Software Developer,PhD,16.27,1,Mid,Early Career,5,3
Employee_552,26,9,Hyderabad,HR,MBA/M.Tech,20.64,1,Senior,Mid Career,4,1
Employee_553,51,18,Bangalore,Data Analyst,MBA/M.Tech,13.33,1,Lead,Expert,4,5
Employee_554,51,18,Hyderabad,HR,12th/Diploma,12.3,1,Lead,Expert,1,1
Employee_555,38,21,Bangalore,HR,MBA/M.Tech,24.9,1,Lead,Senior Career,4,1
Employee_556,44,11,Hyderabad,ML Engineer,12th/Diploma,3.23,1,Senior,Senior Career,1,7
Employee_557,36,2,Pune,Data Analyst,PhD,22.69,2,Junior,Senior Career,5,5
Employee_558,42,12,Jaipur,Software Developer,PhD,6.28,2,Senior,Senior Career,5,3
Employee_559,35,17,Hyderabad,Software Developer,PhD,20.29,1,Lead,Mid Career,5,3
Employee_560,23,7,Mumbai,DevOps,B.Tech,16.59,1,Mid,Early Career,3,4
Employee_561,32,20,Jaipur,Data Scientist,PhD,10.52,2,Lead,Mid Career,5,6
Employee_562,39,14,Jaipur,DevOps,MBA/M.Tech,22.23,2,Senior,Senior Career,4,4
Employee_563,51,0,Hyderabad,DevOps,Bachelor's,3.28,1,Fresher,Expert,2,4
Employee_564,36,2,Delhi,Software Developer,12th/Diploma,7.99,1,Junior,Senior Career,1,3
Employee_565,48,7,Hyderabad,ML Engineer,B.Tech,15.47,1,Mid,Expert,3,7
Employee_566,54,3,Jaipur,HR,PhD,10.73,2,Junior,Expert,5,1
Employee_567,45,15,Mumbai,HR,PhD,16.43,1,Senior,Senior Career,5,1
Employee_568,36,22,Jaipur,HR,Bachelor's,3.53,2,Lead,Senior Career,2,1
Employee_569,51,9,Mumbai,Data Analyst,Bachelor's,5.56,1,Senior,Expert,2,5
Employee_570,38,11,Bangalore,Software Developer,B.Tech,5.8,1,Senior,Senior Career,3,3
Employee_571,26,13,Pune,ML Engineer,12th/Diploma,7.16,2,Senior,Mid Career,1,7
Employee_572,50,13,Jaipur,Data Analyst,PhD,13.11,2,Senior,Expert,5,5
Employee_573,25,1,Hyderabad,Data Scientist,B.Tech,19.55,1,Fresher,Early Career,3,6
Employee_574,31,22,Bangalore,ML Engineer,MBA/M.Tech,22.92,1,Lead,Mid Career,4,7
Employee_575,38,4,Pune,DevOps,MBA/M.Tech,21.38,2,Junior,Senior Career,4,4
Employee_576,31,4,Hyderabad,ML Engineer,B.Tech,7.33,1,Junior,Mid Career,3,7
Employee_577,38,5,Delhi,ML Engineer,PhD,12.71,1,Mid,Senior Career,5,7
Employee_578,41,12,Hyderabad,HR,B.Tech,7.39,1,Senior,Senior Career,3,1
Employee_579,45,8,Mumbai,ML Engineer,PhD,8.82,1,Mid,Senior Career,5,7
Employee_580,26,21,Mumbai,DevOps,Bachelor's,14.08,1,Lead,Mid Career,2,4
Employee_581,27,14,Delhi,DevOps,B.Tech,4.5,1,Senior,Mid Career,3,4
Employee_582,23,13,Bangalore,Software Developer,PhD,7.8,1,Senior,Early Career,5,3
Employee_583,34,23,Pune,ML Engineer,B.Tech,23.58,2,Lead,Mid Career,3,7
