name,age,experience,city,role,education,industry,salary_lpa
Employee_904,36,20,Chennai,Product Manager,B.Tech,Manufacturing,11.76
Employee_905,42,18,Indore,Cloud Engineer,BCA,Fintech,9.41
Employee_906,30,7,Lucknow,Business Analyst,MBA,E-commerce,6.84
Employee_907,30,6,Lucknow,Data Scientist,BCA,Healthcare,4.82
Employee_908,31,15,Nagpur,Data Scientist,MBA,Healthcare,8.67
Employee_909,47,18,Mumbai,Full Stack Developer,B.Tech,Startup,12.43
Employee_910,56,5,Bangalore,Product Manager,M.Tech,Healthcare,9.86
Employee_911,46,19,Mumbai,Data Analyst,B.Tech,IT MNC,14.72
Employee_912,47,26,Chennai,Data Scientist,MBA,IT Indian Company,18.11
Employee_913,32,20,Chennai,DevOps Engineer,M.Tech,Fintech,17.5
Employee_914,23,10,Ahmedabad,HR Manager,12th/Diploma,IT MNC,5.44
Employee_915,28,4,Pune,Cloud Engineer,M.Tech,IT Indian Company,6.71
Employee_916,39,15,Hyderabad,Cloud Engineer,B.Tech,IT MNC,15.86
Employee_917,48,6,Delhi,Data Scientist,12th/Diploma,E-commerce,6.46
Employee_918,55,26,Bhopal,DevOps Engineer,12th/Diploma,E-commerce,8.28
Employee_919,48,4,Chandigarh,HR Manager,MBA,Startup,5.32
Employee_920,38,10,Delhi,Software Developer,12th/Diploma,IT MNC,7.62
Employee_921,45,14,Lucknow,AI Engineer,12th/Diploma,Manufacturing,5.76
Employee_922,46,2,Indore,AI Engineer,Bachelor's,Healthcare,3.99
Employee_923,28,25,Chandigarh,AI Engineer,M.Tech,E-commerce,16.63
Employee_924,27,4,Jaipur,Business Analyst,PhD,Government,4.77
Employee_925,45,22,Gurgaon,Full Stack Developer,BCA,IT Indian Company,15.37
Employee_926,54,20,Jaipur,Cloud Engineer,12th/Diploma,Government,5.26
Employee_927,50,4,Gurgaon,ML Engineer,PhD,Government,7.29
Employee_928,43,8,Mumbai,ML Engineer,BCA,Startup,8.96
Employee_929,47,14,Nagpur,Full Stack Developer,PhD,Government,7.73
Employee_930,49,2,Gurgaon,Data Scientist,12th/Diploma,Government,3.19
Employee_931,42,5,Pune,Business Analyst,BCA,Government,4.57
Employee_932,28,16,Pune,Product Manager,B.Tech,Healthcare,12.35
Employee_933,38,25,Hyderabad,Product Manager,B.Tech,Fintech,20.96
Employee_934,41,20,Nagpur,AI Engineer,BCA,IT MNC,13.02
Employee_935,41,7,Nagpur,QA Tester,M.Tech,Manufacturing,4.84
Employee_936,43,20,Bangalore,Product Manager,12th/Diploma,Government,11.19
Employee_937,49,24,Delhi,Data Scientist,Bachelor's,Government,10.55
Employee_938,28,10,Hyderabad,QA Tester,PhD,E-commerce,9.8
Employee_939,22,5,Pune,Software Developer,M.Tech,Manufacturing,5.61
Employee_940,53,7,Bhopal,Full Stack Developer,BCA,Healthcare,4.83
Employee_941,34,9,Bangalore,Software Developer,M.Tech,IT Indian Company,11.05
Employee_942,51,23,Bhopal,Cloud Engineer,PhD,IT MNC,20.29
Employee_943,44,2,Bhopal,Product Manager,MCA,Manufacturing,4.5
Employee_944,40,22,Jaipur,HR Manager,Bachelor's,IT Indian Company,8.56
Employee_945,53,13,Bhopal,Business Analyst,PhD,Startup,9.63
Employee_946,51,22,Delhi,AI Engineer,MCA,E-commerce,20.47
Employee_947,50,13,Ahmedabad,Full Stack Developer,PhD,E-commerce,14.16
Employee_948,50,9,Indore,AI Engineer,PhD,Startup,10.86
Employee_949,51,11,Delhi,Product Manager,BCA,IT Indian Company,11.24
Employee_950,37,5,Lucknow,Business Analyst,12th/Diploma,Manufacturing,2.65
Employee_951,40,11,Mumbai,Data Analyst,,IT MNC,16.13
Employee_952,39,22,Kolkata,Product Manager,M.Tech,IT Indian Company,16.66
Employee_953,22,13,Nagpur,Full Stack Developer,MCA,IT MNC,9.27
Employee_954,35,1,Indore,QA Tester,M.Tech,Healthcare,3.69
Employee_955,23,8,Delhi,ML Engineer,BCA,Government,6.13
Employee_956,49,9,Pune,QA Tester,Bachelor's,Startup,5.55
Employee_957,51,25,Mumbai,Full Stack Developer,12th/Diploma,Fintech,12.65
Employee_958,25,16,Chennai,DevOps Engineer,MCA,IT MNC,15.08
Employee_959,22,16,Indore,QA Tester,M.Tech,E-commerce,8.54
Employee_960,29,2,Gurgaon,HR Manager,BCA,Government,2.63
Employee_961,50,18,Jaipur,Product Manager,12th/Diploma,Healthcare,7.97
Employee_962,24,0,Bhopal,DevOps Engineer,12th/Diploma,E-commerce,2.93
Employee_963,53,11,Ahmedabad,Business Analyst,B.Tech,Healthcare,7.67
Employee_964,31,6,Jaipur,ML Engineer,12th/Diploma,E-commerce,4.85
Employee_965,31,3,Chennai,Data Scientist,PhD,IT Indian Company,8.2
Employee_966,40,9,Nagpur,Business Analyst,BCA,Manufacturing,4.28
Employee_967,55,12,Chandigarh,Data Scientist,Bachelor's,IT Indian Company,8.48
Employee_968,54,1,Kolkata,HR Manager,MBA,IT Indian Company,4.54
Employee_969,44,9,Delhi,Cloud Engineer,B.Tech,Manufacturing,8.19
Employee_970,49,20,Lucknow,HR Manager,BCA,Healthcare,6.34
Employee_971,53,21,Hyderabad,HR Manager,BCA,Healthcare,7.71
Employee_972,28,24,Mumbai,HR Manager,BCA,Manufacturing,8.77
Employee_973,50,3,Ahmedabad,HR Manager,MCA,E-commerce,4.19
Employee_974,29,17,Chennai,HR Manager,M.Tech,IT MNC,11.32
Employee_975,22,4,Indore,Software Developer,MCA,Healthcare,4.41
Employee_976,24,18,Kolkata,ML Engineer,PhD,E-commerce,22.49
Employee_977,45,1,Jaipur,Full Stack Developer,Bachelor's,IT MNC,4.45
Employee_978,44,11,Lucknow,QA Tester,PhD,Manufacturing,5.85
Employee_979,29,16,Lucknow,Product Manager,BCA,IT Indian Company,9.96
Employee_980,24,9,Chennai,DevOps Engineer,M.Tech,Healthcare,9.58
Employee_981,54,1,Ahmedabad,HR Manager,PhD,Fintech,4.8
Employee_982,49,5,Nagpur,Cloud Engineer,MCA,IT Indian Company,4.82
Employee_983,29,7,Ahmedabad,AI Engineer,MCA,Startup,8.46
Employee_984,55,18,Indore,Product Manager,MCA,IT MNC,17.38
Employee_985,56,10,Kolkata,AI Engineer,Bachelor's,Fintech,8.8
Employee_986,53,24,Chandigarh,DevOps Engineer,Bachelor's,IT Indian Company,8.04
Employee_987,45,11,Jaipur,DevOps Engineer,BCA,Government,5.2
Employee_988,35,8,Pune,Product Manager,B.Tech,Healthcare,9.65
Employee_989,53,1,Chandigarh,QA Tester,PhD,Fintech,4.43
Employee_990,37,7,Chandigarh,Cloud Engineer,BCA,E-commerce,5.78
Employee_991,25,25,Ahmedabad,Software Developer,MCA,IT MNC,16.93
Employee_992,42,10,Mumbai,Data Scientist,MBA,Startup,12.82
Employee_993,35,27,Mumbai,DevOps Engineer,PhD,E-commerce,23.47
Employee_994,52,20,Gurgaon,QA Tester,M.Tech,Government,8.6
Employee_995,39,3,Nagpur,Cloud Engineer,MCA,Fintech,5.08
Employee_996,28,9,Jaipur,DevOps Engineer,12th/Diploma,IT Indian Company,6.23
Employee_997,31,20,Chennai,Business Analyst,MBA,IT MNC,20.52
Employee_998,28,19,Mumbai,Data Analyst,MBA,Healthcare,15.32
Employee_999,54,15,Kolkata,Data Scientist,M.Tech,Startup,10.6
Employee_1000,44,7,Lucknow,Business Analyst,BCA,IT Indian Company,4.19
Employee_1001,42,3,Chennai,DevOps Engineer,MCA,Startup,5.33
Employee_1002,40,9,Jaipur,Cloud Engineer,MCA,Healthcare,6.58
Employee_1003,40,11,Kolkata,DevOps Engineer,B.Tech,Manufacturing,6.66
Employee_1004,57,13,Delhi,AI Engineer,12th/Diploma,IT MNC,12.66
Employee_1005,50,15,Bangalore,Product Manager,BCA,Fintech,14.58
Employee_1006,39,21,Mumbai,Product Manager,Bachelor's,Startup,16.03
Employee_1007,23,17,Nagpur,QA Tester,BCA,IT MNC,8.05
Employee_1008,22,20,Bhopal,DevOps Engineer,PhD,Startup,16.1
Employee_1009,26,21,Indore,Cloud Engineer,PhD,IT Indian Company,16.47
Employee_1010,41,20,Mumbai,AI Engineer,MBA,Startup,21.76
Employee_1011,32,11,Gurgaon,Software Developer,BCA,Manufacturing,7.29
Employee_1012,23,17,Pune,Software Developer,B.Tech,IT Indian Company,9.8
Employee_1013,24,6,Gurgaon,AI Engineer,BCA,IT Indian Company,9.23
Employee_1014,44,19,Jaipur,Full Stack Developer,B.Tech,IT MNC,12.44
Employee_1015,33,23,Gurgaon,Cloud Engineer,MBA,E-commerce,16.46
Employee_1016,41,22,Pune,Software Developer,B.Tech,Healthcare,10.05
Employee_1017,26,6,Pune,Full Stack Developer,M.Tech,Startup,7.09
Employee_1018,51,8,Ahmedabad,Cloud Engineer,M.Tech,Fintech,8.89
Employee_1019,30,0,Lucknow,Business Analyst,PhD,Government,3.6
Employee_1020,55,25,Ahmedabad,AI Engineer,MCA,IT Indian Company,14.89
Employee_1021,56,5,Bangalore,Business Analyst,Bachelor's,E-commerce,5.51
Employee_1022,43,5,Kolkata,HR Manager,MBA,IT Indian Company,4.35
Employee_1023,45,21,Chandigarh,Full Stack Developer,PhD,E-commerce,15.72
Employee_1024,38,11,Delhi,Full Stack Developer,B.Tech,E-commerce,11.67
Employee_1025,31,21,Nagpur,QA Tester,12th/Diploma,Fintech,7.11
Employee_1026,51,11,Indore,DevOps Engineer,MBA,E-commerce,10.36
Employee_1027,44,9,Pune,ML Engineer,12th/Diploma,Fintech,7.9
Employee_1028,53,22,Delhi,ML Engineer,Bachelor's,IT MNC,15.8
Employee_1029,38,25,Nagpur,Cloud Engineer,B.Tech,IT Indian Company,12.08
Employee_1030,38,5,Lucknow,Business Analyst,MBA,Fintech,5.76
Employee_1031,35,16,Mumbai,Business Analyst,MBA,Healthcare,12.53
Employee_1032,30,18,Nagpur,DevOps Engineer,Bachelor's,Manufacturing,6.43
Employee_1033,23,17,Hyderabad,Business Analyst,MCA,IT Indian Company,12.16
Employee_1034,46,5,Bhopal,Product Manager,12th/Diploma,Manufacturing,3.66
Employee_1035,30,23,Bangalore,Data Scientist,MBA,Healthcare,19.15
Employee_1036,43,18,Jaipur,HR Manager,BCA,Startup,7.01
Employee_1037,25,9,Lucknow,Data Scientist,12th/Diploma,Healthcare,5.16
Employee_1038,47,23,Chennai,Full Stack Developer,PhD,IT MNC,21.44
Employee_1039,50,7,Delhi,Data Analyst,B.Tech,Startup,7.43
Employee_1040,55,20,Gurgaon,Software Developer,Bachelor's,Startup,13.49
Employee_1041,44,23,Indore,Software Developer,PhD,E-commerce,15.94
Employee_1042,32,5,Pune,DevOps Engineer,12th/Diploma,Healthcare,4.16
Employee_1043,27,20,Delhi,ML Engineer,BCA,,10.87
Employee_1044,39,24,Chandigarh,Data Analyst,M.Tech,E-commerce,14.33
Employee_1045,42,6,Chennai,DevOps Engineer,BCA,Healthcare,5.62
Employee_1046,57,23,Indore,Full Stack Developer,PhD,Startup,14.88
Employee_1047,55,0,Pune,Data Analyst,Bachelor's,Government,2.5
Employee_1048,38,26,Jaipur,Software Developer,PhD,E-commerce,15.13
Employee_1049,46,17,Chandigarh,Cloud Engineer,Bachelor's,Manufacturing,6.78
Employee_1050,33,23,Nagpur,Full Stack Developer,M.Tech,IT Indian Company,12.23
Employee_1051,44,27,Hyderabad,DevOps Engineer,12th/Diploma,Government,6.57
Employee_1052,43,24,Gurgaon,QA Tester,B.Tech,Healthcare,12.32
Employee_1053,42,19,Delhi,Product Manager,MCA,Healthcare,18.32
Employee_1054,48,11,Ahmedabad,AI Engineer,BCA,E-commerce,10.7
Employee_1055,52,15,Bangalore,Full Stack Developer,Bachelor's,Healthcare,8.51
Employee_1056,27,9,Delhi,Full Stack Developer,MCA,Startup,9.22
Employee_1057,48,26,Delhi,Product Manager,PhD,E-commerce,30.34
Employee_1058,55,9,Chennai,HR Manager,MCA,E-commerce,7.34
Employee_1059,33,13,Chennai,Cloud Engineer,MCA,Government,9.69
Employee_1060,28,24,Indore,Product Manager,B.Tech,Fintech,17.93
Employee_1061,31,19,Nagpur,Data Scientist,Bachelor's,Manufacturing,5.91
Employee_1062,38,9,Chandigarh,Data Scientist,PhD,Manufacturing,8.69
Employee_1063,47,9,Bangalore,Full Stack Developer,BCA,Fintech,9.29
Employee_1064,42,25,Delhi,HR Manager,Bachelor's,,7.21
Employee_1065,49,24,Indore,Software Developer,12th/Diploma,Startup,7.05
Employee_1066,23,10,Kolkata,HR Manager,PhD,IT Indian Company,9.07
Employee_1067,22,22,Jaipur,Data Scientist,BCA,Healthcare,10.97
Employee_1068,57,1,Chennai,HR Manager,PhD,Government,2.5
Employee_1069,47,24,Chennai,HR Manager,Bachelor's,IT MNC,10.44
Employee_1070,50,19,Chandigarh,QA Tester,BCA,Healthcare,8.42
Employee_1071,42,7,Nagpur,Cloud Engineer,12th/Diploma,IT MNC,4.91
Employee_1072,32,22,Lucknow,Full Stack Developer,MBA,Government,10.86
Employee_1073,32,6,Kolkata,Business Analyst,BCA,Manufacturing,4.64
Employee_1074,57,7,Pune,QA Tester,MBA,Startup,6.86
Employee_1075,56,0,Lucknow,Cloud Engineer,MCA,IT Indian Company,3.96
Employee_1076,55,20,Delhi,Software Developer,M.Tech,IT Indian Company,14.95
Employee_1077,45,1,Nagpur,Software Developer,PhD,IT Indian Company,4.1
Employee_1078,43,17,Bangalore,Data Scientist,B.Tech,Fintech,15.95
Employee_1079,26,14,Chennai,DevOps Engineer,12th/Diploma,Startup,8.71
Employee_1080,54,0,Bangalore,Product Manager,BCA,IT MNC,6.62
Employee_1081,57,4,Bangalore,ML Engineer,12th/Diploma,IT Indian Company,5.24
Employee_1082,41,1,Jaipur,Full Stack Developer,MCA,Startup,4.58
Employee_1083,40,19,Indore,Business Analyst,MBA,Healthcare,10.91
Employee_1084,56,2,Ahmedabad,DevOps Engineer,B.Tech,IT MNC,4.81
Employee_1085,38,18,Chennai,QA Tester,12th/Diploma,Manufacturing,5.23
Employee_1086,55,17,Indore,Full Stack Developer,MBA,Fintech,9.96
Employee_1087,30,21,Lucknow,Product Manager,MCA,E-commerce,20.52
Employee_1088,47,17,Indore,Product Manager,MCA,Government,9.32
Employee_1089,23,13,Gurgaon,Data Analyst,MCA,Government,7.9
Employee_1090,30,23,Pune,Cloud Engineer,PhD,IT MNC,23.49
Employee_1091,30,7,Bangalore,QA Tester,M.Tech,Manufacturing,6.32
Employee_1092,38,11,Chennai,Data Scientist,PhD,Manufacturing,10.65
Employee_1093,22,20,Chandigarh,Data Analyst,MBA,Manufacturing,11.17
Employee_1094,46,9,Nagpur,Software Developer,BCA,Healthcare,4.81
Employee_1095,46,22,Pune,ML Engineer,Bachelor's,IT MNC,14.77
Employee_1096,56,19,Gurgaon,QA Tester,12th/Diploma,IT MNC,9.0
Employee_1097,24,16,Chennai,Data Scientist,M.Tech,E-commerce,16.23
Employee_1098,51,10,Delhi,Software Developer,Bachelor's,IT Indian Company,6.34
Employee_1099,55,1,Bangalore,HR Manager,MCA,Healthcare,4.11
Employee_1100,33,25,Gurgaon,Cloud Engineer,Bachelor's,Manufacturing,14.29
Employee_1101,40,25,Delhi,Cloud Engineer,MBA,,18.0
Employee_1102,38,3,Bangalore,Cloud Engineer,PhD,IT MNC,9.83
Employee_1103,31,0,Mumbai,Data Analyst,MCA,Healthcare,4.17
Employee_1104,33,14,Lucknow,AI Engineer,PhD,Fintech,12.74
Employee_1105,37,12,Hyderabad,Business Analyst,M.Tech,IT MNC,16.02
Employee_1106,45,7,Nagpur,Business Analyst,MCA,Fintech,5.91
Employee_1107,40,24,Kolkata,DevOps Engineer,B.Tech,Startup,11.99
Employee_1108,29,3,Bangalore,Product Manager,B.Tech,Fintech,7.78
Employee_1109,52,9,Gurgaon,ML Engineer,M.Tech,IT MNC,13.39
Employee_1110,42,18,Bhopal,Product Manager,MBA,E-commerce,15.23
Employee_1111,38,17,Gurgaon,AI Engineer,MBA,IT MNC,21.49
Employee_1112,44,4,Hyderabad,HR Manager,Bachelor's,IT MNC,4.11
Employee_1113,37,18,Chennai,HR Manager,M.Tech,Startup,10.78
Employee_1114,27,25,Indore,HR Manager,PhD,Manufacturing,9.73
Employee_1115,29,22,Chandigarh,Data Scientist,12th/Diploma,IT Indian Company,8.76
Employee_1116,46,26,Kolkata,Software Developer,M.Tech,IT MNC,18.33
Employee_1117,39,21,Nagpur,Software Developer,Bachelor's,Startup,9.78
Employee_1118,46,15,Pune,HR Manager,MBA,E-commerce,11.19
Employee_1119,33,0,Bangalore,ML Engineer,12th/Diploma,Startup,4.26
Employee_1120,36,11,Chennai,Data Analyst,M.Tech,Government,8.09
Employee_1121,47,23,Delhi,ML Engineer,Bachelor's,Startup,18.58
Employee_1122,47,1,Nagpur,ML Engineer,BCA,Fintech,3.59
Employee_1123,53,20,Indore,Software Developer,PhD,IT Indian Company,13.18
Employee_1124,31,24,Indore,Cloud Engineer,BCA,IT Indian Company,9.13
Employee_1125,37,7,Indore,ML Engineer,PhD,Healthcare,8.76
Employee_1126,28,17,Pune,ML Engineer,12th/Diploma,Manufacturing,6.94
Employee_1127,38,24,Nagpur,Product Manager,B.Tech,E-commerce,15.93
Employee_1128,44,15,Kolkata,Cloud Engineer,PhD,Healthcare,13.41
Employee_1129,47,4,Chennai,Software Developer,12th/Diploma,Manufacturing,3.49
Employee_1130,42,25,Ahmedabad,Data Analyst,Bachelor's,Manufacturing,7.64
Employee_1131,43,21,Pune,Business Analyst,MCA,Startup,13.77
Employee_1132,28,12,Jaipur,DevOps Engineer,BCA,E-commerce,7.73
Employee_1133,35,18,Jaipur,Software Developer,MCA,Manufacturing,10.57
Employee_1134,36,2,Bangalore,Software Developer,BCA,E-commerce,5.29
Employee_1135,28,25,Bangalore,ML Engineer,Bachelor's,IT Indian Company,17.77
Employee_1136,30,7,Bangalore,Product Manager,BCA,IT Indian Company,9.81
Employee_1137,29,26,Kolkata,AI Engineer,12th/Diploma,IT Indian Company,11.66
Employee_1138,44,25,Chandigarh,HR Manager,MCA,IT MNC,10.44
Employee_1139,50,25,Indore,Full Stack Developer,MBA,Startup,12.31
Employee_1140,39,11,Bhopal,QA Tester,MCA,Government,4.46
Employee_1141,52,1,Chandigarh,Product Manager,Bachelor's,E-commerce,4.43
Employee_1142,51,10,Bhopal,AI Engineer,MBA,Startup,9.89
Employee_1143,56,11,Ahmedabad,ML Engineer,MCA,Manufacturing,6.89
Employee_1144,39,27,Chennai,ML Engineer,PhD,E-commerce,22.7
Employee_1145,38,17,Delhi,Business Analyst,M.Tech,E-commerce,12.41
Employee_1146,35,12,Indore,Data Analyst,PhD,Healthcare,9.72
Employee_1147,52,4,Mumbai,AI Engineer,Bachelor's,E-commerce,7.42
Employee_1148,45,21,Gurgaon,Data Scientist,M.Tech,E-commerce,24.54
Employee_1149,56,11,Delhi,Business Analyst,B.Tech,Fintech,10.49
Employee_1150,55,1,Chennai,HR Manager,12th/Diploma,Government,2.5
Employee_1151,24,4,Ahmedabad,Full Stack Developer,PhD,Fintech,6.31
Employee_1152,47,6,Nagpur,Data Analyst,BCA,Healthcare,4.02
Employee_1153,44,25,Nagpur,Product Manager,M.Tech,IT MNC,19.54
Employee_1154,36,25,Kolkata,QA Tester,BCA,IT Indian Company,9.06
Employee_1155,25,23,Pune,QA Tester,BCA,Manufacturing,7.68
Employee_1156,50,11,Delhi,Product Manager,B.Tech,Manufacturing,10.65
Employee_1157,43,15,Pune,AI Engineer,12th/Diploma,Government,7.92
Employee_1158,46,22,Nagpur,HR Manager,MCA,E-commerce,8.49
Employee_1159,34,7,Mumbai,HR Manager,M.Tech,Startup,7.77
Employee_1160,39,27,Nagpur,Product Manager,MCA,Manufacturing,12.41
Employee_1161,54,8,Chandigarh,Data Scientist,PhD,Fintech,11.26
Employee_1162,37,14,Chennai,QA Tester,12th/Diploma,IT Indian Company,6.09
Employee_1163,23,4,Bhopal,ML Engineer,MBA,IT MNC,9.45
Employee_1164,56,12,Lucknow,HR Manager,12th/Diploma,IT Indian Company,3.71
Employee_1165,55,4,Ahmedabad,AI Engineer,BCA,E-commerce,4.93
Employee_1166,51,10,Bhopal,Product Manager,MCA,Government,7.16
Employee_1167,34,9,Chennai,ML Engineer,12th/Diploma,IT Indian Company,6.76
Employee_1168,34,19,Gurgaon,Cloud Engineer,MCA,E-commerce,18.6
Employee_1169,39,12,Indore,QA Tester,12th/Diploma,Healthcare,3.81
Employee_1170,53,8,Kolkata,Software Developer,Bachelor's,Fintech,5.02
Employee_1171,53,20,Gurgaon,ML Engineer,PhD,Fintech,28.43
Employee_1172,56,13,Chennai,HR Manager,M.Tech,E-commerce,10.05
Employee_1173,50,17,Gurgaon,Software Developer,BCA,Startup,10.06
Employee_1174,50,14,Indore,HR Manager,12th/Diploma,Fintech,4.01
Employee_1175,37,9,Chandigarh,AI Engineer,B.Tech,Government,5.75
Employee_1176,31,23,Hyderabad,DevOps Engineer,12th/Diploma,Startup,11.69
Employee_1177,51,6,Chennai,Business Analyst,Bachelor's,E-commerce,5.9
Employee_1178,46,7,Indore,ML Engineer,PhD,Healthcare,7.37
Employee_1179,41,27,Bhopal,Software Developer,B.Tech,E-commerce,11.24
Employee_1180,26,2,Bhopal,AI Engineer,B.Tech,Healthcare,4.48
Employee_1181,22,14,Indore,HR Manager,PhD,Manufacturing,7.91
Employee_1182,51,15,Ahmedabad,ML Engineer,12th/Diploma,Fintech,8.15
Employee_1183,24,3,Delhi,AI Engineer,Bachelor's,Government,4.26
Employee_1184,35,20,Ahmedabad,QA Tester,B.Tech,Startup,9.41
Employee_1185,51,5,Hyderabad,HR Manager,M.Tech,Government,4.39
Employee_1186,25,0,Lucknow,DevOps Engineer,BCA,E-commerce,3.03
Employee_1187,39,3,Bhopal,DevOps Engineer,MBA,Manufacturing,5.15
Employee_1188,46,10,Delhi,Full Stack Developer,BCA,Fintech,10.09
Employee_1189,22,11,Hyderabad,Business Analyst,MCA,Government,6.54
Employee_1190,36,25,Bhopal,Data Analyst,MCA,Manufacturing,9.56
Employee_1191,30,4,Delhi,Business Analyst,Bachelor's,Healthcare,4.04
Employee_1192,36,22,Lucknow,AI Engineer,B.Tech,E-commerce,17.26
Employee_1193,45,20,Ahmedabad,Data Analyst,BCA,Manufacturing,8.22
Employee_1194,25,15,Lucknow,Full Stack Developer,BCA,Government,6.2
Employee_1195,33,12,Chennai,Data Scientist,MBA,Manufacturing,9.69
Employee_1196,27,12,Indore,ML Engineer,Bachelor's,Healthcare,7.85
Employee_1197,45,16,Bangalore,QA Tester,M.Tech,IT Indian Company,14.13
Employee_1198,32,26,Jaipur,HR Manager,B.Tech,Government,6.69
Employee_1199,34,6,Jaipur,Product Manager,Bachelor's,Healthcare,5.18
Employee_1200,55,7,Hyderabad,Data Analyst,12th/Diploma,IT Indian Company,5.21
Employee_1201,46,12,Jaipur,Data Analyst,BCA,Fintech,7.49
Employee_1202,28,22,Ahmedabad,AI Engineer,Bachelor's,E-commerce,15.64
Employee_1203,25,26,Indore,ML Engineer,Bachelor's,Manufacturing,9.09
Employee_1204,29,15,Nagpur,AI Engineer,MBA,Fintech,13.86
Employee_1205,41,3,Pune,DevOps Engineer,M.Tech,IT MNC,9.32
Employee_1206,50,7,Nagpur,QA Tester,12th/Diploma,Healthcare,3.12
Employee_1207,31,15,Hyderabad,Data Analyst,MCA,Fintech,13.87
Employee_1208,55,20,Indore,ML Engineer,BCA,Fintech,11.35
Employee_1209,47,9,Delhi,Cloud Engineer,MBA,Manufacturing,8.0
Employee_1210,24,24,Lucknow,Data Scientist,M.Tech,IT Indian Company,13.82
Employee_1211,27,11,Lucknow,HR Manager,M.Tech,Healthcare,6.21
Employee_1212,26,11,Kolkata,Full Stack Developer,Bachelor's,IT Indian Company,6.68
Employee_1213,26,25,Gurgaon,Data Scientist,BCA,E-commerce,17.0
Employee_1214,44,4,Ahmedabad,Full Stack Developer,PhD,Fintech,7.83
Employee_1215,30,15,Indore,Data Analyst,MCA,Healthcare,8.39
Employee_1216,56,0,Nagpur,Data Scientist,PhD,Fintech,4.99
Employee_1217,41,27,Indore,Data Scientist,PhD,E-commerce,19.31
Employee_1218,56,8,Delhi,HR Manager,PhD,Startup,7.46
Employee_1219,39,11,Indore,Product Manager,M.Tech,E-commerce,10.52
Employee_1220,38,4,Pune,HR Manager,Bachelor's,IT Indian Company,3.75
Employee_1221,45,21,Kolkata,AI Engineer,M.Tech,IT Indian Company,19.06
Employee_1222,24,19,Indore,Product Manager,12th/Diploma,Government,7.24
Employee_1223,53,21,Nagpur,Data Scientist,M.Tech,Fintech,16.2
Employee_1224,56,27,Jaipur,Product Manager,BCA,IT Indian Company,13.51
Employee_1225,34,23,Bhopal,QA Tester,M.Tech,Healthcare,9.03
Employee_1226,46,2,Pune,Product Manager,M.Tech,E-commerce,7.76
Employee_1227,30,4,Hyderabad,AI Engineer,PhD,Fintech,10.62
Employee_1228,25,1,Chandigarh,ML Engineer,MBA,E-commerce,5.13
Employee_1229,35,13,Lucknow,Data Analyst,12th/Diploma,E-commerce,5.7
Employee_1230,55,1,Mumbai,ML Engineer,MCA,Fintech,7.25
Employee_1231,32,12,Mumbai,Data Analyst,MCA,Manufacturing,8.62
Employee_1232,24,6,Jaipur,ML Engineer,BCA,Startup,6.03
Employee_1233,49,9,Mumbai,ML Engineer,MCA,Government,6.24
Employee_1234,50,12,Mumbai,Full Stack Developer,B.Tech,Manufacturing,8.78
Employee_1235,30,15,Delhi,Product Manager,MBA,IT Indian Company,16.23
Employee_1236,24,25,Delhi,DevOps Engineer,BCA,IT MNC,16.38
Employee_1237,46,13,Gurgaon,AI Engineer,M.Tech,Government,10.4
Employee_1238,55,10,Chennai,ML Engineer,B.Tech,Manufacturing,9.18
Employee_1239,33,9,Jaipur,Data Scientist,MCA,IT MNC,12.66
Employee_1240,30,5,Mumbai,Cloud Engineer,M.Tech,IT MNC,9.68
Employee_1241,36,3,Gurgaon,Full Stack Developer,BCA,IT Indian Company,4.94
Employee_1242,46,20,Jaipur,Cloud Engineer,PhD,Startup,18.0
Employee_1243,26,0,Bhopal,Software Developer,B.Tech,E-commerce,3.06
Employee_1244,32,6,Mumbai,HR Manager,MCA,Fintech,6.74
Employee_1245,55,23,Ahmedabad,Software Developer,Bachelor's,Startup,8.72
Employee_1246,45,8,Lucknow,Data Analyst,Bachelor's,IT MNC,6.56
Employee_1247,36,7,Indore,ML Engineer,12th/Diploma,Government,4.6
Employee_1248,29,4,Bangalore,AI Engineer,Bachelor's,Healthcare,7.18
Employee_1249,26,18,Ahmedabad,Data Scientist,PhD,IT Indian Company,13.8
Employee_1250,47,9,Kolkata,DevOps Engineer,B.Tech,Manufacturing,5.86
Employee_1251,39,10,Jaipur,DevOps Engineer,PhD,Government,7.49
Employee_1252,27,24,Chennai,Full Stack Developer,MBA,IT Indian Company,13.7
Employee_1253,34,14,Kolkata,Full Stack Developer,Bachelor's,Manufacturing,5.68
Employee_1254,49,5,Gurgaon,Full Stack Developer,BCA,Fintech,7.22
Employee_1255,26,14,Gurgaon,Full Stack Developer,BCA,Healthcare,8.64
Employee_1256,34,4,Indore,Product Manager,BCA,E-commerce,5.85
Employee_1257,38,18,Mumbai,ML Engineer,Bachelor's,Startup,16.31
Employee_1258,53,21,Kolkata,QA Tester,M.Tech,Healthcare,10.62
Employee_1259,50,18,Nagpur,Cloud Engineer,PhD,Startup,14.51
Employee_1260,24,9,Lucknow,ML Engineer,Bachelor's,Startup,6.09
Employee_1261,55,11,Mumbai,QA Tester,12th/Diploma,E-commerce,6.58
Employee_1262,48,21,Jaipur,ML Engineer,MBA,E-commerce,19.38
Employee_1263,34,3,Bhopal,Software Developer,M.Tech,Manufacturing,4.4
Employee_1264,54,17,Gurgaon,AI Engineer,MBA,E-commerce,19.87
